model,model_ru,feature,feature_ru,block,block_ru,importance_mean,importance_std,feature_set,validation,n_repeats,n_train,n_test,logreg_coef,logreg_abs_coef,roc_auc_oriented,hedges_g_tbi_minus_control,abs_hedges_g,q_fdr,rank_strict,rank_in_model,importance_positive
logreg,Логистическая регрессия,spec_shape__spectral_entropy_raw__parietal,Интегральные спектральные характеристики · спектральная энтропия · теменная область,spec_shape,Интегральные спектральные характеристики,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.010944172172756294,0.010944172172756294,0.6997282608695652,-0.7483586790795292,0.7483586790795292,4.913430594248742e-05,71,71,0.0
logreg,Логистическая регрессия,spec_shape__spectral_entropy_norm__parietal,Интегральные спектральные характеристики · спектральная энтропия norm · теменная область,spec_shape,Интегральные спектральные характеристики,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.010944172172755883,0.010944172172755883,0.6997282608695652,-0.7483586790795274,0.7483586790795274,4.913430594248742e-05,72,72,0.0
logreg,Логистическая регрессия,alpha_peak__alpha_peak_db__occipital,"Параметры альфа-ритма · выраженность альфа-пика, дБ · затылочная область",alpha_peak,Параметры альфа-ритма,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.04702634651523839,0.04702634651523839,0.6953502415458938,0.6848100466600096,0.6848100466600096,7.300122197288827e-05,73,73,0.0
logreg,Логистическая регрессия,conn__global_efficiency__coh_theta,Функциональная связность · глобальная эффективность · coherence θ,conn,Функциональная связность,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.040678428949200256,0.040678428949200256,0.6953502415458936,-0.5173496706386319,0.5173496706386319,7.300122197288827e-05,74,74,0.0
logreg,Логистическая регрессия,burst__rate_per_min__temporal_beta,Ритмические эпизоды · rate per min · височная область β,burst,Ритмические эпизоды,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.10496882098722154,0.10496882098722154,0.6925573671497585,0.6829507703346366,0.6829507703346366,9.467651168955493e-05,75,75,0.0
logreg,Логистическая регрессия,conn__clustering__pdc_alpha,Функциональная связность · кластеризация · PDC α,conn,Функциональная связность,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.08107011484654868,0.08107011484654868,0.6917270531400965,0.7060071018433022,0.7060071018433022,0.00010138334358552302,76,76,0.0
logreg,Логистическая регрессия,burst__rate_per_min__frontal_beta,Ритмические эпизоды · rate per min · лобная область β,burst,Ритмические эпизоды,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.143419733378538,0.143419733378538,0.6911986714975845,0.6772754937316076,0.6772754937316076,0.00010522898470681666,77,77,0.0
logreg,Логистическая регрессия,spec_shape__sef95_hz__parietal,Интегральные спектральные характеристики · SEF95 hz · теменная область,spec_shape,Интегральные спектральные характеристики,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.0013887043108889326,0.0013887043108889326,0.6909722222222222,-0.756622026328052,0.756622026328052,0.00010631546114735285,78,78,0.0
logreg,Логистическая регрессия,conn__clustering__coh_delta,Функциональная связность · кластеризация · coherence δ,conn,Функциональная связность,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,-0.1425067993556919,0.1425067993556919,0.6873490338164252,-0.3243590535632492,0.3243590535632492,0.00014860195174898515,79,79,0.0
logreg,Логистическая регрессия,alpha_peak__alpha_peak_db__temporal,"Параметры альфа-ритма · выраженность альфа-пика, дБ · височная область",alpha_peak,Параметры альфа-ритма,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.04902291424295056,0.04902291424295056,0.6870471014492754,0.6155726230900066,0.6155726230900066,0.00015103766176281655,80,80,0.0
logreg,Логистическая регрессия,burst__pct_time__temporal_alpha,Ритмические эпизоды · pct time · височная область α,burst,Ритмические эпизоды,0.0,0.0,all_clean_features,exploratory_holdout,30,131,33,0.14992405494537625,0.14992405494537625,0.6856884057971013,0.6745289720101295,0.6745289720101295,0.00016965896609009106,81,81,0.0
