feature,feature_ru,block,block_ru,n_models_top_n,mean_rank,best_rank,mean_importance,max_importance,models_top_n,roc_auc_oriented,hedges_g_tbi_minus_control,abs_hedges_g,q_fdr
conn__asymmetry__dtf_delta,Связность · asymmetry · dtf delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6606280193236715,-0.527881446070004,0.527881446070004,0.0012971154870118273
conn__asymmetry__dtf_theta,Связность · asymmetry · dtf theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5727657004830917,-0.20124189731619171,0.20124189731619171,0.17863274766693063
conn__asymmetry__pdc_alpha,Связность · asymmetry · pdc alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6710446859903383,-0.6024872606759792,0.6024872606759792,0.0005745997247645832
conn__asymmetry__pdc_beta,Связность · asymmetry · pdc beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.7311292270531401,-0.8548326794879458,0.8548326794879458,2.339293452112127e-06
conn__asymmetry__pdc_delta,Связность · asymmetry · pdc delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6594202898550725,-0.5575351161724661,0.5575351161724661,0.0014047385242273208
conn__asymmetry__pdc_theta,Связность · asymmetry · pdc theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.643719806763285,-0.44180950633891797,0.44180950633891797,0.0044803806464735535
conn__clustering__coh_alpha,Связность · clustering · coh alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.594957729468599,-0.34067935029167074,0.34067935029167074,0.07128153739714602
conn__clustering__coh_beta,Связность · clustering · coh beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.7081823671497585,-0.6260046939048262,0.6260046939048262,2.2913079642446245e-05
conn__clustering__coh_theta,Связность · clustering · coh theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.7823067632850241,-0.6759977867116944,0.6759977867116944,1.060044940206294e-08
conn__clustering__dtf_alpha,Связность · clustering · dtf alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.536382850241546,-0.16280146817569988,0.16280146817569988,0.5310075794986413
conn__clustering__dtf_beta,Связность · clustering · dtf beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5939009661835748,-0.33693674320013606,0.33693674320013606,0.07448257699005761
conn__clustering__dtf_delta,Связность · clustering · dtf delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5726147342995169,0.24511613762682807,0.24511613762682807,0.1788751369977955
conn__clustering__dtf_theta,Связность · clustering · dtf theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6349637681159421,-0.39649315503371446,0.39649315503371446,0.007599951970187982
conn__clustering__imcoh_alpha,Связность · clustering · imcoh alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5760869565217391,0.27876468735856674,0.27876468735856674,0.15718136129058696
conn__clustering__imcoh_beta,Связность · clustering · imcoh beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5095108695652174,0.04634599637783426,0.04634599637783426,0.8889179433985436
conn__clustering__imcoh_delta,Связность · clustering · imcoh delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5845410628019324,-0.17787856931952037,0.17787856931952037,0.11325369154373108
conn__clustering__imcoh_theta,Связность · clustering · imcoh theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5443840579710145,-0.09315814232539292,0.09315814232539292,0.4439991755546856
conn__clustering__pdc_alpha,Связность · clustering · pdc alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6917270531400965,0.7060071018433022,0.7060071018433022,0.00010172016532500981
conn__clustering__pdc_delta,Связность · clustering · pdc delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.7027475845410629,0.731526152725907,0.731526152725907,3.786670115211413e-05
conn__clustering__pdc_theta,Связность · clustering · pdc theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.7032004830917875,0.7278333162608164,0.7278333162608164,3.6684449950982584e-05
conn__clustering__plv_alpha,Связность · clustering · plv alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.7089371980676329,-0.7625490190397487,0.7625490190397487,2.15002107314398e-05
conn__clustering__plv_beta,Связность · clustering · plv beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6779891304347826,-0.5645545739450836,0.5645545739450836,0.00033092093832086655
conn__clustering__plv_delta,Связность · clustering · plv delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.751358695652174,-0.8560275978972943,0.8560275978972943,2.564100496774705e-07
conn__clustering__wpli_alpha,Связность · clustering · wpli alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5635567632850242,0.21453108438693985,0.21453108438693985,0.24797105267090194
conn__clustering__wpli_beta,Связность · clustering · wpli beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5016606280193237,0.035653423379061404,0.035653423379061404,0.9781268807447249
conn__clustering__wpli_delta,Связность · clustering · wpli delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5042270531400965,0.04840355081120271,0.04840355081120271,0.9430087225974321
conn__clustering__wpli_theta,Связность · clustering · wpli theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5229468599033817,0.018250617715485765,0.018250617715485765,0.7069666487126433
conn__global_efficiency__coh_alpha,Связность · global efficiency · coh alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5380434782608695,-0.13501511989747575,0.13501511989747575,0.5113130472991942
conn__global_efficiency__coh_beta,Связность · global efficiency · coh beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5951086956521738,-0.3082282748017654,0.3082282748017654,0.07115603253145641
conn__global_efficiency__coh_delta,Связность · global efficiency · coh delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6372282608695652,-0.21837651965054147,0.21837651965054147,0.006622887243244912
conn__global_efficiency__coh_theta,Связность · global efficiency · coh theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6953502415458936,-0.5173496706386319,0.5173496706386319,7.32437509495424e-05
conn__global_efficiency__dtf_alpha,Связность · global efficiency · dtf alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5442330917874396,0.20180125568883753,0.20180125568883753,0.444239793890891
conn__global_efficiency__dtf_beta,Связность · global efficiency · dtf beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6565519323671498,0.5628229382193644,0.5628229382193644,0.0017408899993743524
conn__global_efficiency__dtf_delta,Связность · global efficiency · dtf delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6784420289855072,0.7063958136276363,0.7063958136276363,0.0003213154753041255
conn__global_efficiency__dtf_theta,Связность · global efficiency · dtf theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6397946859903382,0.4788948398884144,0.4788948398884144,0.005684653316189468
conn__global_efficiency__imcoh_alpha,Связность · global efficiency · imcoh alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5904287439613527,0.2087716610551062,0.2087716610551062,0.0861467120195225
conn__global_efficiency__imcoh_beta,Связность · global efficiency · imcoh beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5532910628019324,0.1693910997812889,0.1693910997812889,0.34264523856958323
conn__global_efficiency__imcoh_delta,Связность · global efficiency · imcoh delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5271739130434783,0.19999581180803505,0.19999581180803505,0.6486462515998589
conn__global_efficiency__imcoh_theta,Связность · global efficiency · imcoh theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5303442028985507,0.15721167485542914,0.15721167485542914,0.6093668469990748
conn__global_efficiency__pdc_alpha,Связность · global efficiency · pdc alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.728713768115942,-0.9096515882681813,0.9096515882681813,2.9152581611577396e-06
conn__global_efficiency__pdc_beta,Связность · global efficiency · pdc beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.7604166666666666,-0.9503946936191081,0.9503946936191081,1.0405153377480859e-07
conn__global_efficiency__pdc_delta,Связность · global efficiency · pdc delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6680253623188406,-0.5371713926740077,0.5371713926740077,0.000723383933224436
conn__global_efficiency__pdc_theta,Связность · global efficiency · pdc theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.7066727053140096,-0.7381213535840112,0.7381213535840112,2.6415008805383042e-05
conn__global_efficiency__plv_alpha,Связность · global efficiency · plv alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5914855072463768,-0.3465130745062837,0.3465130745062837,0.08304243810656968
conn__global_efficiency__plv_beta,Связность · global efficiency · plv beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5854468599033816,-0.25943685305865,0.25943685305865,0.10893312860620195
conn__global_efficiency__plv_delta,Связность · global efficiency · plv delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.7118055555555556,-0.7588676551431861,0.7588676551431861,1.6389393304197328e-05
conn__global_efficiency__wpli_alpha,Связность · global efficiency · wpli alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5567632850241545,0.18690177684070078,0.18690177684070078,0.3083828708154096
conn__global_efficiency__wpli_beta,Связность · global efficiency · wpli beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5158514492753623,0.07665420772554689,0.07665420772554689,0.7920936996839222
conn__global_efficiency__wpli_delta,Связность · global efficiency · wpli delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5923913043478262,-0.09050811814297026,0.09050811814297026,0.07968145524756866
conn__global_efficiency__wpli_theta,Связность · global efficiency · wpli theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5397041062801933,-0.04956127252836655,0.04956127252836655,0.49400963401204123
conn__hub_z_max__coh_alpha,Связность · hub z max · coh alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.63737922705314,-0.4546470292021562,0.4546470292021562,0.00660650512762274
conn__hub_z_max__coh_beta,Связность · hub z max · coh beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6077898550724639,-0.39919101321345773,0.39919101321345773,0.03789579633892614
conn__hub_z_max__coh_delta,Связность · hub z max · coh delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.7586050724637682,-0.9479797066387464,0.9479797066387464,1.273752812803653e-07
conn__hub_z_max__coh_theta,Связность · hub z max · coh theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6195652173913044,-0.4319562647187622,0.4319562647187622,0.020114188352587374
conn__hub_z_max__dtf_alpha,Связность · hub z max · dtf alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5827294685990339,0.1743422692196532,0.1743422692196532,0.12159429283756422
conn__hub_z_max__dtf_beta,Связность · hub z max · dtf beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6680253623188407,0.5017063018020019,0.5017063018020019,0.000723383933224436
conn__hub_z_max__dtf_delta,Связность · hub z max · dtf delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.7916666666666666,1.1237997120696217,1.1237997120696217,3.350658889958353e-09
conn__hub_z_max__dtf_theta,Связность · hub z max · dtf theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6644021739130435,0.484558757326689,0.484558757326689,0.000955452120661262
conn__hub_z_max__imcoh_alpha,Связность · hub z max · imcoh alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5744263285024155,0.24620815750659047,0.24620815750659047,0.16674884325072636
conn__hub_z_max__imcoh_beta,Связность · hub z max · imcoh beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5760869565217391,0.1874685331589951,0.1874685331589951,0.15718136129058696
conn__hub_z_max__imcoh_delta,Связность · hub z max · imcoh delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5774456521739131,0.25148983122483654,0.25148983122483654,0.15011883062131826
conn__hub_z_max__imcoh_theta,Связность · hub z max · imcoh theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6159420289855073,0.3822802016970218,0.3822802016970218,0.024628500205664174
conn__hub_z_max__pdc_alpha,Связность · hub z max · pdc alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.7178442028985508,-0.7888993830744875,0.7888993830744875,9.139231865164977e-06
conn__hub_z_max__pdc_beta,Связность · hub z max · pdc beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.7004830917874396,-0.759152883308247,0.759152883308247,4.6986010333871664e-05
conn__hub_z_max__pdc_delta,Связность · hub z max · pdc delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5608393719806763,-0.2550853936069622,0.2550853936069622,0.2712138493887824
conn__hub_z_max__pdc_theta,Связность · hub z max · pdc theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6710446859903382,-0.5938876305030034,0.5938876305030034,0.0005745997247645832
conn__hub_z_max__plv_alpha,Связность · hub z max · plv alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6770833333333333,-0.6960530067314463,0.6960530067314463,0.00035507917578457023
conn__hub_z_max__plv_theta,Связность · hub z max · plv theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.7118055555555556,-0.8200868154459982,0.8200868154459982,1.6389393304197328e-05
conn__hub_z_max__wpli_alpha,Связность · hub z max · wpli alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5208333333333334,-0.08274635458901898,0.08274635458901898,0.7337039163986097
conn__hub_z_max__wpli_beta,Связность · hub z max · wpli beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.532457729468599,-0.14053173588171766,0.14053173588171766,0.5788215297773739
conn__hub_z_max__wpli_delta,Связность · hub z max · wpli delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5806159420289855,0.2440608678276372,0.2440608678276372,0.13229882163452825
conn__hub_z_max__wpli_theta,Связность · hub z max · wpli theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5794082125603865,0.24302186843490012,0.24302186843490012,0.13929487275287358
conn__mean_strength__coh_alpha,Связность · mean strength · coh alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5229468599033817,-0.07171410751663106,0.07171410751663106,0.7069666487126433
conn__mean_strength__coh_beta,Связность · mean strength · coh beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5394021739130435,-0.1372701047936523,0.1372701047936523,0.4965649559988991
conn__mean_strength__coh_delta,Связность · mean strength · coh delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5427234299516908,0.02309091076731833,0.02309091076731833,0.46462591643146794
conn__mean_strength__coh_theta,Связность · mean strength · coh theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6487016908212561,-0.3034490164493696,0.3034490164493696,0.0030918589661837323
conn__mean_strength__dtf_alpha,Связность · mean strength · dtf alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5172101449275363,-0.03667795046351344,0.03667795046351344,0.779088109719374
conn__mean_strength__dtf_beta,Связность · mean strength · dtf beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6002415458937198,0.3718226426628849,0.3718226426628849,0.05582486577578918
conn__mean_strength__dtf_delta,Связность · mean strength · dtf delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6364734299516908,0.5229872823225812,0.5229872823225812,0.006935044940199537
conn__mean_strength__dtf_theta,Связность · mean strength · dtf theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5748792270531402,0.24798230431379897,0.24798230431379897,0.16425883805574149
conn__mean_strength__imcoh_alpha,Связность · mean strength · imcoh alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5872584541062803,0.2243541120614461,0.2243541120614461,0.10068590556321862
conn__mean_strength__imcoh_beta,Связность · mean strength · imcoh beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5493659420289855,0.16876355108337224,0.16876355108337224,0.3834220342955166
conn__mean_strength__imcoh_delta,Связность · mean strength · imcoh delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5422705314009661,0.17851035390331926,0.17851035390331926,0.46734863292265855
conn__mean_strength__imcoh_theta,Связность · mean strength · imcoh theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5131340579710145,0.13768270034619853,0.13768270034619853,0.8322778844028988
conn__mean_strength__plv_alpha,Связность · mean strength · plv alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5641606280193237,-0.24814059186328388,0.24814059186328388,0.24458978399365292
conn__mean_strength__plv_beta,Связность · mean strength · plv beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5259661835748792,-0.08541101068623999,0.08541101068623999,0.6644624127369835
conn__mean_strength__plv_delta,Связность · mean strength · plv delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6174516908212561,-0.43853932679834223,0.43853932679834223,0.022678812915117683
conn__mean_strength__plv_theta,Связность · mean strength · plv theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.7361111111111112,-0.7592799904636308,0.7592799904636308,1.451464729315164e-06
conn__mean_strength__wpli_alpha,Связность · mean strength · wpli alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5566123188405797,0.18824583007253498,0.18824583007253498,0.3086712806791858
conn__mean_strength__wpli_beta,Связность · mean strength · wpli beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5214371980676329,0.09175925142751674,0.09175925142751674,0.7256723510508765
conn__mean_strength__wpli_delta,Связность · mean strength · wpli delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5910326086956521,-0.0620125335510816,0.0620125335510816,0.08450735479760889
conn__mean_strength__wpli_theta,Связность · mean strength · wpli theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5422705314009661,-0.040957065660495354,0.040957065660495354,0.46734863292265855
conn__modularity__coh_alpha,Связность · modularity · coh alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5461956521739131,-0.1776041506835519,0.1776041506835519,0.37379626127918475
conn__modularity__coh_beta,Связность · modularity · coh beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5158514492753623,-0.11270016722043322,0.11270016722043322,0.7527703665468083
conn__modularity__coh_delta,Связность · modularity · coh delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5661986714975846,-0.3267003665003252,0.3267003665003252,0.16076693742708625
conn__modularity__coh_theta,Связность · modularity · coh theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5237771739130435,-0.20622622045587138,0.20622622045587138,0.6148532915441272
conn__modularity__dtf_alpha,Связность · modularity · dtf alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5336654589371981,0.24085793530666336,0.24085793530666336,0.4805227096383408
conn__modularity__dtf_beta,Связность · modularity · dtf beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.632397342995169,-0.48300312549203617,0.48300312549203617,0.0022209600970918594
conn__modularity__dtf_delta,Связность · modularity · dtf delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5828804347826086,-0.26881044568752394,0.26881044568752394,0.04617260730722476
conn__modularity__dtf_theta,Связность · modularity · dtf theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5252113526570048,0.01740458762058316,0.01740458762058316,0.6175820015122184
conn__modularity__imcoh_alpha,Связность · modularity · imcoh alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.535024154589372,0.17243701265564562,0.17243701265564562,0.5112602887691782
conn__modularity__imcoh_beta,Связность · modularity · imcoh beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5746527777777777,0.31496294107692485,0.31496294107692485,0.13115190837868299
conn__modularity__imcoh_delta,Связность · modularity · imcoh delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5102657004830918,0.14984613913041228,0.14984613913041228,0.8578096027521256
conn__modularity__imcoh_theta,Связность · modularity · imcoh theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.6022041062801933,0.4255328330758985,0.4255328330758985,0.030842056128995675
conn__modularity__pdc_alpha,Связность · modularity · pdc alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5857487922705313,0.3535315875165304,0.3535315875165304,0.05795020717588409
conn__modularity__pdc_beta,Связность · modularity · pdc beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5595561594202898,0.2636551989328145,0.2636551989328145,0.1916248763109149
conn__modularity__pdc_delta,Связность · modularity · pdc delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5825030193236714,-0.2616357485373202,0.2616357485373202,0.08602949891813245
conn__modularity__pdc_theta,Связность · modularity · pdc theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5585748792270531,0.2572604950752862,0.2572604950752862,0.20499208290543403
conn__modularity__plv_alpha,Связность · modularity · plv alpha,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5166817632850241,-0.08198203672600325,0.08198203672600325,0.7656362127474012
conn__modularity__plv_beta,Связность · modularity · plv beta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5076992753623188,-0.0239058632174708,0.0239058632174708,0.8895870568226811
conn__modularity__plv_delta,Связность · modularity · plv delta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5597826086956521,-0.3470383577586019,0.3470383577586019,0.15011883062131826
conn__modularity__plv_theta,Связность · modularity · plv theta,conn,Связность,3,6.666666666666667,4,0.0,0.0,Логистическая регрессия; Случайный лес; SVM с RBF-ядром,0.5040006038647343,0.014196427517787234,0.014196427517787234,0.9234446970490824
