region,feature,tbi_mean,control_mean,delta_tbi_minus_control,tbi_median,control_median,delta_median_tbi_minus_control,tbi_iqr,control_iqr,hedges_g,rank_biserial,u_stat,p_value,n_tbi,n_control,q_fdr,significant_fdr_0_05
parietal,alpha_peak_amplitude,1.1864916891025517e-11,1.049004537494317e-11,1.3748715160823462e-12,8.496782987242953e-12,5.238306360048538e-12,3.2584766271944154e-12,1.3664406322529371e-11,1.154467185697005e-11,0.10880643178424283,0.19202898550724634,3948.0,0.03522723947968854,92,72,0.06038955339375178,False
occipital,rel_power_beta,0.16340787471667542,0.1883594680840496,-0.02495159336737418,0.1525479149078721,0.17756146592445024,-0.02501355101657815,0.0825610962441481,0.11087068859636157,-0.3486910254720586,-0.1908212560386473,2680.0,0.036395371570766416,92,72,0.06065895261794403,False
temporal,alpha_peak_amplitude,3.841902272263681e-12,3.4111880262321225e-12,4.307142460315585e-13,2.893500610182946e-12,1.7391667685095644e-12,1.1543338416733816e-12,3.8166982388486504e-12,3.494388836703038e-12,0.12557647785426362,0.19112318840579712,3945.0,0.03610028632354852,92,72,0.06065895261794403,False
central,rel_power_theta,0.14250687011701513,0.13061925685181672,0.01188761326519841,0.1358749843279476,0.11824824382414134,0.01762674050380625,0.0581795336836014,0.0539650018196223,0.23393052490647154,0.18870772946859904,3937.0,0.03851907239399064,92,72,0.06212942705115315,False
occipital,abs_power_alpha,3.1293295063777956e-11,3.356965938535954e-11,-2.276364321581584e-12,2.2339688463049068e-11,1.4065217097533555e-11,8.274471365515513e-12,3.313071959319753e-11,3.071116310480598e-11,-0.0548447667238175,0.18931159420289845,3939.0,0.03790181431441668,92,72,0.06212942705115315,False
temporal,alpha_peak_residual_amplitude,0.5751139169085168,0.48774151429231366,0.0873724026162031,0.5948401865437707,0.48342021914006716,0.11141996740370352,0.326736495445191,0.42710945583459986,0.2968485912388949,0.18840579710144922,3936.0,0.03883089190697072,92,72,0.06212942705115315,False
parietal,abs_power_gamma,1.5094360866461101e-12,1.4541886990467159e-12,5.524738759939425e-14,1.3075934022682222e-12,1.0333523387696782e-12,2.74241063498544e-13,1.0137790780838962e-12,7.363634852954482e-13,0.03885182904553338,0.1778381642512077,3901.0,0.05117593449418634,92,72,0.0808041070960837,False
occipital,sef50,9.10054347826087,8.766637731481483,0.33390574677938645,9.416666666666666,8.84375,0.5729166666666661,1.53125,2.171875,0.17932526799607737,0.16953502415458943,3873.5,0.06299109675053255,92,72,0.09690937961620393,False
parietal,rel_power_delta,0.2030247663784721,0.22783670585079296,-0.024811939472320854,0.19586207048980947,0.2242438417256779,-0.028381771235868436,0.12145905527057199,0.1209318143141318,-0.28061413394694573,-0.16968599033816423,2750.0,0.06280962596054628,92,72,0.09690937961620393,False
temporal,idx_slow_alpha_beta,1.0920666978600322,0.988552794563058,0.10351390329697419,1.025935241800548,0.7781580111326833,0.24777723066786472,0.649304392674954,0.5000283485312536,0.15501913274851664,0.1657608695652173,3861.0,0.06914654155865703,92,72,0.10503272135492207,False
frontal,abs_power_gamma,1.6794912500748145e-12,2.161184602041994e-12,-4.816933519671795e-13,1.3297606290796723e-12,1.4418440808286201e-12,-1.1208345174894783e-13,1.1898909824116492e-12,1.3009690183910962e-12,-0.27029741758492926,-0.1630434782608695,2772.0,0.07383419121906866,92,72,0.1095413109040143,False
parietal,alpha_peak_frequency,10.040307971014492,9.79861111111111,0.24169685990338152,10.041666666666668,9.78125,0.26041666666666785,1.041666666666666,1.203125,0.2769065103388235,0.1628925120772946,3851.5,0.07394038486020965,92,72,0.1095413109040143,False
frontal,abs_power_alpha,1.1364139372565098e-11,1.104259094641253e-11,3.215484261525678e-13,9.274157208598392e-12,6.358536081651286e-12,2.915621126947106e-12,1.1749716510644592e-11,1.0260517814417544e-11,0.0286901950695801,0.16123188405797095,3846.0,0.07710130002542043,92,72,0.11283117076890795,False
central,alpha_peak_frequency,9.90625,9.639612268518519,0.26663773148148096,10.0,9.6875,0.3125,1.4583333333333321,1.578125,0.2738928187695516,0.1557971014492754,3828.0,0.08751000502199137,92,72,0.12652048918842126,False
occipital,rel_power_gamma,0.04843634455380506,0.06559597107746343,-0.01715962652365837,0.03965203673427317,0.04377856408616299,-0.004126527351889821,0.0414322069302265,0.07005490290890193,-0.3927147318653712,-0.1503623188405797,2814.0,0.09925585243828516,92,72,0.14179407491183596,False
occipital,alpha_peak_frequency,9.977807971014494,9.762586805555555,0.21522116545893866,10.0,9.75,0.25,1.125,1.328125,0.2416336434612607,0.14900362318840576,3805.5,0.10220673093557173,92,72,0.1442918554384542,False
occipital,alpha_peak_amplitude,1.2944407408772472e-11,1.5188780670001777e-11,-2.2443732612293043e-12,8.001132158660317e-12,6.167126113596227e-12,1.8340060450640896e-12,1.426831384086613e-11,1.6595057323651846e-11,-0.11307179032719733,0.14794685990338174,3802.0,0.1048110769683544,92,72,0.146248014374448,False
